"Gene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"KPTN",-0.243218636363636,-0.193104761904762,-0.93281420543947,0.355577916148405,0.719841109152253,-5.65205274938634
"RBL1",-0.564143181818182,0.420828571428571,-1.52144709021849,0.13469929373268,0.505718805934744,-4.97690972156021
"ADGRG7",-0.0551409090909092,0.206733333333333,-0.126575530489755,0.899804345471627,0.971770264368935,-6.06116573851816
"H4C13",-0.588434545454546,0.412747619047619,-1.96803599412412,0.0548467928963841,0.357148954243185,-4.27115074278581
"DTD1",-0.180636818181818,0.734314285714286,-0.662008388276421,0.51112727092732,0.820114604178491,-5.85797321240485
"PXK",0.325978636363636,0.573014285714286,0.776841173492981,0.44105868777732,0.778896470646072,-5.77896702647921
"ADAM21",-0.41827,0.0633738095238095,-1.14515628784046,0.257814163316904,0.639086418484064,-5.44364017434599
"MAP6",0.0407850000000002,-0.144528571428571,0.164098118222773,0.870341971786422,0.961800194628104,-6.0558934260097
"TSPAN5",0.252186818181818,0.0229071428571429,1.04417135848717,0.301628973285262,0.678794926129713,-5.5478215315368
"NMB",-0.0241722727272726,1.30011666666667,-0.0758147025254673,0.93988118255136,0.983851324020395,-6.06613305254407
"DNAI1",-0.0607645454545452,-0.613780952380952,-0.33994143772242,0.735381627661301,0.917668306278102,-6.01309571858398
"CCNY",0.0146522727272727,0.20085,0.0545951769152471,0.956687265299579,0.988849917848255,-6.0674712232634
"ACTL6A",-0.207985909090909,0.11425,-0.620788061593546,0.537671634704367,0.834719498543361,-5.88331726504552
"PRKAB2",0.375923636363636,-0.479002380952381,1.37727325002819,0.174807629627818,0.557271884107005,-5.1700995398141
"TCHP",-0.736905454545454,-0.0728119047619048,-2.46972659549276,0.0171237877823331,0.216699337261835,-3.30074589305324
"PHF21B",0.022148181818182,-0.334621428571429,0.150451548275077,0.881037940459105,0.965788960800786,-6.05796826308936
"ZNF641",0.244234545454546,-0.450552380952381,0.975603967086026,0.334145140805815,0.704075391267641,-5.61333275519314
"PSMD2",0.0361104545454547,0.06555,0.100222857715397,0.92058424503762,0.978523746511214,-6.06405540404421
"KLF17",0.187775,0.0669666666666667,0.638286130181022,0.526316845747457,0.829141557181621,-5.8727541071345
"LYSMD2",-0.254109090909091,1.03855476190476,-1.16789737407024,0.24860844241153,0.63102571967472,-5.41892580559755
"OR56B4",-0.0923149999999998,-0.219609523809524,-0.287001768587998,0.77534452188336,0.931953651765165,-6.02911253408297
"SPATA31C1",-0.0622645454545453,-0.101695238095238,-0.203197918367846,0.839838064776999,0.951180763630386,-6.04895320321303
"LOC414300",0.0422118181818182,0.0620190476190476,0.157217812321081,0.875731721064964,0.963778517682583,-6.05696199207669
"CARD9",-0.221108181818182,0.868578571428572,-0.786589751137266,0.435382963742587,0.776681680476716,-5.77169340305597
"LHB",0.100549090909091,-0.239578571428571,0.328020145387979,0.744320978965713,0.921188882190323,-6.01693740457848
"ERF",-0.325804090909091,0.104964285714286,-1.1106411526161,0.272247704489998,0.655384897511767,-5.48027271025302
"H2BC1",0.538956363636363,0.150109523809524,1.48018852467105,0.145347827285899,0.522189784152675,-5.03398141185643
"CENPK",-0.619507272727273,0.255673809523809,-2.05089899469244,0.0457491535897989,0.330358242157139,-4.1232316315497
"HOXB4",0.346711363636364,-0.436535714285714,2.0496441268858,0.0458765038750101,0.33076394706717,-4.12550960628292
"VWA2",0.0322427272727275,-0.932669047619048,0.202871095008359,0.840092080635876,0.951362554892283,-6.04901732830069
"VNN1",0.754522272727272,0.974219047619048,1.1637359522907,0.250275049229318,0.631805436840822,-5.42348256293784
"ITGA1",1.07713727272727,0.292145238095238,2.89377507670195,0.00570649930973711,0.135025063318419,-2.35207923841787
"APLNR",0.970766818181817,0.501088095238095,2.40497438422036,0.0200726152993997,0.232872091634826,-3.43573173711318
"ACSL5",-0.0523368181818183,0.674509523809524,-0.230577909092804,0.818621279685549,0.946745956701723,-6.04321525493543
"DEFB136",0.583916818181818,-0.15477619047619,1.71152584621507,0.0934302215459732,0.439176540113783,-4.69588753171359
"RPS3",-0.951808636363636,-0.169428571428571,-3.44169718186964,0.0012061045328729,0.0615221536601031,-0.979688703897462
"KRTAP4-2",-0.257800454545454,-0.392016666666667,-0.780893386672727,0.438694152755375,0.777960334193587,-5.77595430805966
"WDR77",-0.301639090909091,0.343521428571429,-0.923621844136604,0.360296547996302,0.723544306244622,-5.66015284488019
"MEAF6",-0.215029545454545,-0.760890476190476,-0.875691365422273,0.38555281521044,0.743481959887636,-5.70113406435858
"NME1",-0.620960454545454,-0.2712,-2.02312699723653,0.0486405068589615,0.339673342164821,-4.17337517103659
"FKBP1A",0.0354277272727268,1.05929761904762,0.151682502801633,0.880072187535552,0.965460277013731,-6.05778848714416
"SLC14A1",-0.547345,0.156859523809524,-1.26588144994753,0.211656563082625,0.593087221449785,-5.30722822645972
"RACGAP1",-0.594827727272727,0.0934714285714286,-1.7794170156723,0.0814942502029331,0.417222075790193,-4.58845829092008
"COX6C",-0.381457727272727,-1.25552380952381,-1.83136069600122,0.0732479286339823,0.398941728914909,-4.50381363946595
"HS3ST2",1.45204636363636,1.30141428571429,1.90665616057132,0.0625520797200214,0.374977091637259,-4.37740220523292
"PDLIM1",0.0795645454545454,-0.131916666666667,0.301716115685947,0.764169984471299,0.928530185347015,-6.02493104123
"ZDHHC11B",0.129263181818182,0.152835714285714,0.463396846266342,0.645171364393398,0.884139813727608,-5.96530453434681
"NCKAP1L",0.316781818181817,1.55541666666667,0.724386298981147,0.472339828812703,0.797848130143266,-5.81658583441604
"ITPK1-AS1",-0.0589645454545451,-0.0463738095238095,-0.167898011557473,0.867367934831894,0.960809477729679,-6.05528367953252
"ZNF184",-0.131282272727273,0.0626619047619048,-0.455901875704714,0.650513568779114,0.886327459731248,-5.96862140468858
"NIM1K",0.385016818181818,0.0753095238095238,1.8185679590315,0.0752106136920629,0.403389315290228,-4.52485552386619
"ADAD1",0.142260909090909,0.0473523809523809,0.599224573084826,0.551837067349074,0.842665545300178,-5.89593739355993
"LLGL2",-0.659398181818181,-0.651030952380952,-2.31175273968146,0.0251216103099831,0.253949154594062,-3.62517093647305
"IFNA2",-0.271470454545454,-0.16127619047619,-0.816216018728398,0.41840316559165,0.764895486057505,-5.74904726454334
"TRIM16",-0.337913636363636,-0.420147619047619,-1.67191142495684,0.101039939032418,0.452638866376026,-4.75687548794923
"PARTICL",0.169498636363636,0.235,0.50777676254062,0.613932066029579,0.871985095548488,-5.94456740391095
"ST20-AS1",0.325437727272727,-0.207152380952381,1.35697827950259,0.181126357593192,0.564000038357134,-5.19587944885848
"SPATA21",-0.0286731818181816,0.160514285714286,-0.0825043927347797,0.934588232617323,0.982734858294292,-6.06562091516496
"TMEM18",0.103038636363636,-0.295447619047619,0.297627863327849,0.767269767402565,0.929547938444438,-6.02611372187707
"GOLGA6L7",0.0700518181818181,-0.0792238095238095,0.232418485907744,0.817199727868779,0.946357691557964,-6.04280360402408
"NFATC2",0.372340454545455,0.0604595238095238,1.23476878549029,0.222918517524788,0.60345469111506,-5.34360758034124
"OR52I1",-0.240077727272727,0.3744,-0.741303715629376,0.462115712338129,0.792325208135526,-5.80473353820497
"FAM149A",0.319235909090909,0.0367261904761904,1.09183672162828,0.280347230635581,0.662743482557938,-5.49978384189268
"NTF3",0.758794545454545,0.20502619047619,2.93044667140344,0.0051658341663482,0.128822989523308,-2.26508151834512
"NAA38",-0.143250454545454,-0.336419047619048,-0.64867769690206,0.519633867741011,0.824717771467659,-5.8663444808026
"MSANTD1",0.303113181818182,-0.244478571428571,0.969209458141121,0.337292331714943,0.705474525446334,-5.61922503998139
"PHTF1",0.185479545454545,0.437919047619048,0.551125485517163,0.58410041421036,0.858864792439055,-5.922503798069
"TMEM45B",-0.225207727272727,-0.696719047619048,-1.05191826574257,0.298096538704357,0.675949015611206,-5.54015299665598
"ANGPT1",1.33675409090909,1.23184047619048,2.77646896263102,0.00780956289865425,0.1570999850808,-2.62526705651114
"NCDN",-0.0709099999999999,-0.549116666666667,-0.25959614934722,0.79628393857443,0.940483015035758,-6.03634527577587
"DZIP1",1.05238454545454,0.565330952380952,3.49356379787866,0.00103391011092664,0.0573270758780552,-0.84233874465095
"AMPH",0.781275909090909,-0.0796047619047619,3.64271624564162,0.000659900296433389,0.0457962046607804,-0.4409715810446
"KYAT1",-0.133213181818182,-0.726166666666667,-0.59204135433203,0.556597505432741,0.8449867679835,-5.90004390282757
"ZNF701",0.0637081818181822,-0.388330952380952,0.227665718790694,0.820871736995368,0.947385706257881,-6.04385990509725
"MOV10",0.00553636363636373,-0.38905,0.0197792234295853,0.984301366758805,0.996244807769566,-6.06872347774859
"PLPP6",-0.131834545454545,-0.64377380952381,-0.399402641818133,0.691365647657299,0.903977354249077,-5.99189839139196
"PTPRT",-0.0997872727272722,-0.974940476190476,-0.632240673455645,0.530225513556996,0.83081639978225,-5.87643622414382
"LINC00999",-0.565335909090909,-0.307766666666667,-2.3534560186609,0.0227371180662147,0.245275154119445,-3.54114700799609
"UCP3",-0.220132727272727,-0.566302380952381,-0.898630672583968,0.37332888730315,0.73465059041886,-5.681783566624
"HMGN5",-0.316316363636363,-0.617990476190476,-1.36558487071773,0.178425698987879,0.560217036655885,-5.18498988207672
"DGAT2L6",-0.424260454545455,0.117116666666667,-1.31497510762511,0.194757217882138,0.577545121929994,-5.24811127409068
"CYP11B2",0.410790454545454,0.0845690476190477,1.23891263391225,0.221393508151382,0.601484641931608,-5.33881108541845
"NOMO1",-0.652537272727272,-0.413354761904762,-2.13405174965074,0.0379673433009613,0.303574643941556,-3.96972384432446
"MRPS27",-0.439691818181818,-0.625995238095238,-1.73859467229828,0.0885081033497382,0.430491252037723,-4.65349260345422
"LINC00994",-0.118682727272727,0.0793571428571429,-0.447867272334357,0.656261043157175,0.888404473402226,-5.97211756121722
"SLA",0.351274545454545,1.49321904761905,1.08017980874616,0.285452127426376,0.667176431960375,-5.51172007569932
"ZNF250",-1.01139454545454,0.0111880952380953,-2.74000054217557,0.00859694936873219,0.161959758414314,-2.70857405933445
"RPS3A",-0.349985,0.201040476190476,-1.06987715716278,0.290017614704527,0.670476133716879,-5.52216824527087
"ZDHHC6",-0.409812272727272,-0.0254214285714286,-1.38905199636137,0.17121899443346,0.553408905974361,-5.15497601144387
"TAGLN3",-0.412558181818182,0.192111904761905,-1.32053824408235,0.192908484319517,0.575098795579556,-5.24128069939222
"C1orf54",0.989981818181817,1.4162880952381,3.34013616366343,0.00162543297820847,0.0728544838624762,-1.24515315151668
"FAM222A",-0.142941818181818,-0.863135714285714,-0.652749524795274,0.517027578162075,0.824212159337198,-5.86380522420013
"ATP5MK",-0.234909545454546,0.0287928571428572,-0.798325886482374,0.428608043857732,0.771990797338903,-5.76281973513313
"PPP1R9A",-0.419193636363636,-0.552952380952381,-1.74117299994773,0.0880507208288708,0.429823510086474,-4.64942405937826
"POLE",-1.09423590909091,-0.59057380952381,-3.44256015834981,0.00120302805437672,0.0615221536601031,-0.977413106323006
"SPDL1",-0.618962272727273,0.769333333333333,-1.85865168455795,0.0692050224403477,0.390720210087408,-4.45850021111189
"GIGYF2",-0.223805,-0.59992380952381,-0.932440648588087,0.355768883550013,0.720065746106944,-5.65238342443809
"SLC39A11",0.313750909090909,-0.691685714285714,1.07966971502247,0.285676983198087,0.667183596868619,-5.51223961316307
"OR5P3",-0.0436509090909091,-0.225345238095238,-0.132420857813614,0.895204183657568,0.970320919430776,-6.06043384165937
"FPR3",0.560846363636363,1.49313333333333,1.89545029533312,0.064054257307137,0.378856859130724,-4.39649123036273
"CCDC90B",0.0928881818181817,0.572864285714286,0.413230911106295,0.681275122250989,0.900383706224723,-5.98648335106999
"C3orf67",0.154879090909091,-0.148457142857143,0.568531853950636,0.572320559055521,0.853010566217366,-5.91314266306931
"ZNF252P",-0.207889545454546,-0.157140476190476,-0.706971767592067,0.482997333018716,0.803968321439498,-5.82850704537029
"ZNF367",-0.190003636363636,0.271735714285714,-0.572093395590778,0.569924683013544,0.852382228985121,-5.91119189815197
"CA12",0.422845454545454,-1.28064047619048,1.7281203232378,0.0903865551224487,0.432567264860468,-4.66996660323721
"RRP15",-0.43579,0.0381309523809524,-1.52769262562804,0.1331429594934,0.503405069255148,-4.96814686932834
"FMR1NB",-0.64472,0.278840476190476,-0.981075774460878,0.331467631902299,0.70103490442053,-5.60826120020479
"FAM174A",0.117604545454545,-0.441252380952381,0.599744598570947,0.551493240160294,0.842517713515152,-5.89563821236209
"SERPINI1",-0.0788395454545452,-0.274688095238095,-0.281936720249271,0.779202342609468,0.933806934309025,-6.03050372533169
"HAAO",0.350118636363636,-0.168240476190476,1.45934740042735,0.150974033548312,0.530296505832866,-5.0622687219274
"PJA2",0.638865,-0.466728571428571,2.0234005867438,0.0486112686539169,0.339673342164821,-4.17288397096689
"PUS7L",-0.323027727272727,-0.2216,-1.54286574921439,0.129421730036937,0.498505164588611,-4.94672326069096
"U2AF2",-0.497045,-0.304088095238095,-1.72887354229416,0.0902503788262721,0.432157021011501,-4.66878485472651
