"Gene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"SUSD2",1.14588508403361,9.1358064516129,2.8850646154337,0.00540394892147362,0.0898630372119421,-2.57359962792083
"ARCN1",0.316979831932779,12.2258919354839,2.88489436869021,0.00540651531581558,0.0898630372119421,-2.57402621180273
"PTPN23",0.236617647058827,10.2498580645161,2.88341753298966,0.00542882531895861,0.0901607342680208,-2.57772589440661
"SETD6",-0.393693907563023,8.36878548387097,-2.8805349849252,0.00547261640174895,0.090814413390642,-2.584942975482
"NRCAM",0.995804201680672,6.17277903225806,2.87884236028276,0.00549848241730801,0.0911686729731689,-2.58917829213925
"CAV2",0.810818907563027,9.11563548387096,2.87855651468033,0.00550286173845076,0.0911686729731689,-2.58989335512031
"C21orf63",-0.714944117647063,8.56083387096775,-2.87647444590842,0.00553485768590968,0.091591918818909,-2.59510018248448
"SF3A2",-0.438250840336133,10.1017403225806,-2.87631293235901,0.00553734690234353,0.091591918818909,-2.5955039760551
"F2RL2",1.35004726890756,7.44503064516129,2.87484543891485,0.00556001111035887,0.0918281898890609,-2.59917201429019
"KCNA1",1.24501155462185,2.64181612903226,2.87473671212794,0.00556169371259962,0.0918281898890609,-2.59944372356045
"PTPDC1",0.430025630252103,7.42944193548387,2.87451842217137,0.00556507328204419,0.0918281898890609,-2.59998920882594
"IGBP1",0.365883823529408,9.77352096774194,2.87398297276,0.0055733711626836,0.0918911251874801,-2.60132711224147
"C20orf26",0.573084663865546,1.62092580645161,2.86899103836858,0.00565128362855679,0.092891563096965,-2.61379118283021
"LPAR1",0.626079621848741,7.87431612903226,2.86895141271043,0.0056519061004476,0.092891563096965,-2.61389005638863
"PRND",1.44060399159664,3.67271935483871,2.86866550529647,0.00565639924385544,0.092891563096965,-2.61460341923418
"STEAP4",1.18957815126051,8.1692564516129,2.86864739192762,0.00565668401348838,0.092891563096965,-2.61464861179181
"GALE",0.553490966386558,9.10244516129032,2.86864556522552,0.00565671273275165,0.092891563096965,-2.61465316937156
"TNS1",0.634573739495801,11.1159741935484,2.86832938655627,0.0056616856991995,0.0928987884062406,-2.61544199486306
"FRY",0.781826890756301,8.13855806451613,2.86764909512314,0.00567239925870226,0.0929857195160656,-2.61713901264533
"WDR86",0.946072899159663,4.25421774193549,2.86741703611894,0.0056760581201619,0.0929857195160656,-2.61771782478939
"SRPK3",1.21033130252101,5.43826935483871,2.86467863790636,0.00571939933509122,0.0935621885550771,-2.62454538939108
"LILRA2",0.535729621848739,4.98596935483871,2.86461703900313,0.00572037778176596,0.0935621885550771,-2.62469891536049
"MLST8",-0.360007352941174,9.63135161290323,-2.8640431970645,0.00572950021234422,0.0935851264260366,-2.62612900988619
"PTPN5",0.759419957983194,1.69750967741935,2.86395439376759,0.00573091312894876,0.0935851264260366,-2.6263503007962
"PIGY",-0.403010924369749,10.8512225806452,-2.86198420912121,0.00576234293754368,0.0940043860237862,-2.63125851344599
"IGFL2",1.07846218487395,3.65262903225806,2.86171755672165,0.00576660898382571,0.0940043860237862,-2.63192261367551
"TUBA3D",0.886476470588236,1.62918225806452,2.8614701570781,0.00577056962366742,0.0940043860237862,-2.63253872289145
"CRLF3",-0.337212184873946,8.99876290322581,-2.86109501505377,0.00577658009602895,0.0940043860237862,-2.63347287720453
"LSM7",-0.492481302521007,9.00414032258064,-2.86091152066405,0.00577952212305897,0.0940043860237862,-2.6339297692837
"WNT7B",1.1374487394958,7.40676935483871,2.8594695448124,0.00580269003214619,0.0942765224653403,-2.63751944724759
"TMEM37",0.704264705882349,6.89595967741935,2.85929787894995,0.00580545385728796,0.0942765224653403,-2.6379467038158
"KCNH1",1.04700777310924,2.60100483870968,2.858748632231,0.00581430491653321,0.094345498780231,-2.63931358527489
"KCTD3",0.462988445378157,10.6676290322581,2.85656070954447,0.00584968695628138,0.0946698492280162,-2.64475658088413
"YPEL2",0.579121638655462,8.7475935483871,2.85600648565088,0.00585868111432926,0.0946698492280162,-2.64613484832278
"RCVRN",0.524198739495798,0.775970967741935,2.8557727324889,0.00586247837850253,0.0946698492280162,-2.64671609487263
"CD163L1",0.867038235294117,6.97912258064516,2.85565787273297,0.00586434508052579,0.0946698492280162,-2.64700168994692
"KCND3",1.15446449579832,2.93896129032258,2.85527775978863,0.00587052659549334,0.0946698492280162,-2.64794676648856
"HSPA12A",0.796304201680673,6.75212580645161,2.85487882910821,0.00587702060199197,0.0946698492280162,-2.64893852719676
"RBM38",-0.495940966386557,10.195614516129,-2.8547932901729,0.0058784139139489,0.0946698492280162,-2.64915116740882
"CLSTN2",1.41232352941177,5.83775,2.8547045243999,0.00587986010920991,0.0946698492280162,-2.64937182407652
"RAB40A",0.5380493697479,1.47891290322581,2.85468856508728,0.00588012015736452,0.0946698492280162,-2.64941149567182
"PLXND1",0.448121848739499,11.4042870967742,2.85466600047241,0.00588048785338463,0.0946698492280162,-2.64946758641438
"SNORA6",-0.20456974789916,0.147345161290323,-2.85244150027296,0.00591684104709252,0.0951803299993046,-2.65499556332246
"HRC",0.766000210084033,2.55004677419355,2.8509368266692,0.00594154824218227,0.0954673135980219,-2.65873288955222
"PRAME",-2.21153655462185,8.19222903225806,-2.85078795933922,0.00594399786040187,0.0954673135980219,-2.65910256676031
"GCNT4",0.925040756302522,3.81551612903226,2.84873415985721,0.00597788853115622,0.0959364507106622,-2.66420120404748
"WWC3",0.445224369747901,10.5198338709677,2.8474336876868,0.00599944036076389,0.0962069880700275,-2.66742823628346
"ALDH1B1",0.560077941176468,10.147914516129,2.84401626823313,0.00605641726874989,0.0970447345627524,-2.67590299943133
"SRD5A2",1.62814159663865,2.77181612903226,2.84294516443435,0.00607437778222298,0.0972564830225608,-2.67855761020114
"C4orf21",-0.540030672268908,7.21181129032258,-2.84195808926229,0.00609097279600865,0.09744605502061,-2.68100329334703
"LOC256880",-0.503775420168068,1.79429677419355,-2.84155976555989,0.00609768137870956,0.0974772871882011,-2.68199004020505
"AMOTL1",0.84177394957983,10.0203322580645,2.84009725230185,0.00612237160531281,0.0977660325167275,-2.68561214843796
"CDKN2B",1.00720735294117,8.84686451612903,2.83988202970981,0.00612601278168995,0.0977660325167275,-2.68614505622036
"CSNK1G2",-0.319692226890762,10.0106241935484,-2.83964322726132,0.00613005522513881,0.0977660325167275,-2.68673631365122
"PCDHGA9",0.950484663865545,4.4032370967742,2.83929347761489,0.00613598022341859,0.0977844313365013,-2.6876022000828
"TSPAN13",0.560610084033618,10.8133241935484,2.83870556924337,0.00614595170167652,0.0978628783692561,-2.68905752115786
"HMG20B",-0.48751050420168,10.4899983870968,-2.83820162005044,0.00615451105271055,0.0978628783692561,-2.690304825621
"NR2F1",1.12479222689076,6.01828225806452,2.83797605317454,0.00615834576710086,0.0978628783692561,-2.69086306265118
"NIP7",-0.380094327731094,9.70712903225807,-2.83787857764197,0.00616000356671906,0.0978628783692561,-2.69110428645035
"ERI3",-0.323572478991595,10.1840177419355,-2.83722988958908,0.00617104651781993,0.0979623759381888,-2.69270944172204
"ATXN7L2",-0.492128781512609,6.76021935483871,-2.83620190285081,0.00618858387857652,0.0981647352999591,-2.69525258681125
"C5orf13",0.620761344537819,10.3866532258065,2.83550757879957,0.00620045498788466,0.098276971787864,-2.69696988460333
"TNFAIP1",0.291234243697479,10.3077983870968,2.8340287481935,0.00622580914241122,0.0986025753976627,-2.70062646647973
"MRPS18C",-0.351819117647056,8.35729193548387,-2.83342154760013,0.00623624710246498,0.0986464885178388,-2.70212742100912
"PHLDA3",0.837631722689073,8.5737,2.83327205136585,0.00623881946277068,0.0986464885178388,-2.70249692701512
"RP2",0.337554831932774,8.68075,2.83302792968955,0.00624302213367995,0.0986464885178388,-2.70310028442184
"TIMM16",-0.560399579831932,7.25504838709677,-2.83257440029038,0.00625083679126406,0.0986938745763988,-2.70422109721083
"C13orf30",0.557402100840336,0.593393548387097,2.830803171993,0.00628144291254239,0.0990873326211757,-2.70859704790856
"RNF133",0.575304831932773,0.961679032258065,2.83057321589216,0.00628542658375761,0.0990873326211757,-2.7091650187483
"ZNF157",-0.689817857142857,1.73098064516129,-2.82964120678998,0.0063015962229452,0.0992658823928047,-2.711466637671
"TERC",-0.407074159663865,0.54456935483871,-2.82891805478302,0.00631416877377071,0.099339790547992,-2.71325208151468
"BOD1",-0.376433193277309,9.73334032258065,-2.82881383706847,0.00631598258436779,0.099339790547992,-2.71350936375427
"PGM5",1.17197079831933,5.15197580645161,2.82831654987388,0.00632464401514905,0.0993997350049576,-2.71473691714278
"CD200",0.600216176470586,8.02772580645161,2.82773829880413,0.00633472939591656,0.0994247714533817,-2.71616412324829
"TRY6",-0.970888445378151,0.838095161290322,-2.82766895314783,0.00633593986133095,0.0994247714533817,-2.71633526329786
"GPR135",0.520269957983193,2.51496290322581,2.82669845932761,0.00635290274350642,0.0995616916519053,-2.71873003632782
"MRC2",0.728066806722692,10.9655838709677,2.82661397377344,0.00635438141313029,0.0995616916519053,-2.71893848173682
"NOS2",0.694442016806722,3.63520161290323,2.82550439271021,0.00637383082160751,0.0997901366371461,-2.72167563456087
"KL",0.871484033613445,4.23861774193548,2.82399367616676,0.00640039982113872,0.100129613690395,-2.72540100614875
"HTR3E",-0.604177731092437,0.617983870967742,-2.8228675015767,0.00642027226182009,0.100363889957087,-2.72817712375071
"PTGIR",0.55873445378151,5.60422419354839,2.82106303093396,0.00645223251299756,0.100786625854704,-2.73262354018172
"C12orf47",-0.31127457983193,8.12414032258065,-2.82050677825007,0.00646211422913001,0.100864104350183,-2.73399377162843
"TNXB",1.13548781512605,7.53117258064516,2.8191622103975,0.0064860578446496,0.101139700577945,-2.73730502903923
"NCK1",-0.38191113445378,9.84456129032258,-2.81894416317191,0.00648994845345836,0.101139700577945,-2.73784189888191
"H19",1.18456533613445,10.0830467741936,2.81868495665393,0.00649457626430056,0.101139700577945,-2.73848006879226
"KTN1",0.364801050420173,12.2064629032258,2.81823591151544,0.006502600607246,0.101175713935367,-2.73958551798623
"GTPBP8",-0.294161554621848,7.50246774193548,-2.81800321078883,0.00650676251423896,0.101175713935367,-2.74015832253893
"HSPBAP1",-0.41426638655462,7.60821451612903,-2.81734274261846,0.00651858851822218,0.101215616945389,-2.74178390165067
"TGIF2",-0.528896638655466,10.0271241935484,-2.81722437932427,0.00652070996247287,0.101215616945389,-2.74207519292022
"NRADDP",-0.463236554621848,1.09307419354839,-2.81703279458274,0.00652414511490478,0.101215616945389,-2.74254666189088
"ALPK1",-0.500670378151256,9.27802096774193,-2.815888506758,0.00654469717372471,0.101412472304028,-2.7453621188849
"CRTAP",0.327151050420168,11.3788661290323,2.81577546000813,0.00654673079234066,0.101412472304028,-2.74564021679247
"ISM1",1.09255273109243,6.92630967741936,2.81436652980205,0.00657212519524069,0.101610567994511,-2.74910550634897
"ST8SIA2",1.17705840336134,3.99716935483871,2.81408932637227,0.00657713215248608,0.101610567994511,-2.74978713738568
"FNTA",-0.386930462184877,10.8504516129032,-2.8139175917322,0.00658023585402432,0.101610567994511,-2.75020939959587
"TAF1D",-0.461348949579831,9.57506290322581,-2.81383103039439,0.0065818007590163,0.101610567994511,-2.75042222969898
"WDR77",-0.325727731092437,10.0086322580645,-2.81357015204769,0.00658651914012588,0.101610567994511,-2.75106362630704
"FLJ10357",0.467164495798324,9.16430483870968,2.81341828397395,0.00658926733993878,0.101610567994511,-2.75143698888765
"C9orf110",0.731601470588233,6.92747580645161,2.81277904774247,0.00660084652496847,0.101676209233945,-2.7530083610859
"SLC24A3",0.836466596638658,8.35634677419355,2.81263565135791,0.00660344659365577,0.101676209233945,-2.75336082101691
"TMEM132E",1.24337773109244,3.02504516129032,2.81195659912101,0.00661577201362927,0.10171904559172,-2.75502970537155
"TRABD",-0.448286134453783,9.61373709677419,-2.8119354983369,0.00661615535150593,0.10171904559172,-2.75508155914491
"NYNRIN",0.918068067226892,8.99827096774194,2.81112632304358,0.00663087108461183,0.101868869571241,-2.75706982938122
"IL4",-0.167539705882353,0.101998387096774,-2.80934053449155,0.00666345435710533,0.102212999792851,-2.76145624415968
"CTNND1",0.38170441176471,12.8064467741936,2.80925360211642,0.00666504427258904,0.102212999792851,-2.76166972093373
"LOC283731",0.803796638655461,1.62932741935484,2.80907927217085,0.00666823366463558,0.102212999792851,-2.76209780163464
"USP40",0.361222899159664,9.35524354838709,2.80806472105796,0.006686822941786,0.102421337346011,-2.76458870769513
"ENTPD3",1.0743243697479,4.68177419354839,2.80765414418074,0.0066943593611432,0.102460194732837,-2.76559655255138
"CDC7",-0.546804621848741,8.87833225806452,-2.80682638398263,0.0067095772573392,0.102553291625549,-2.767628116631
"TBC1D2",0.46242163865546,8.49214677419355,2.8067789598888,0.00671045008635997,0.102553291625549,-2.76774449526939
"ZNF542",0.883446428571429,7.52272419354838,2.80575434758943,0.00672933338465516,0.10276027353145,-2.77025852482857
"PELI2",0.903026470588233,6.40205806451613,2.80547009353634,0.0067345807667686,0.10276027353145,-2.77095585753223
"PRKACB",0.441424579831935,9.75683225806452,2.8052289006154,0.00673903618748263,0.10276027353145,-2.77154751019674
"ZNF436",0.407226050420169,9.71910322580645,2.80473965158651,0.00674808214768148,0.102821706717163,-2.77274753161996
"CXorf42",-0.486905672268908,4.08196935483871,-2.8034234869562,0.00677247288050102,0.10311668589375,-2.77597500245981
"FOS",1.05585546218487,10.6273532258065,2.80164786643776,0.00680550674387019,0.103542728440145,-2.78032730473694
"SLC16A14",0.842791806722691,7.12742258064516,2.80093671079674,0.00681877873065017,0.10366769384714,-2.78206985808538
"CXCL16",-0.510922058823532,11.3143919354839,-2.80062831724354,0.00682454154910489,0.103678394742295,-2.78282541332648
"LOC728743",-0.536217436974789,7.32732741935484,-2.80025941965969,0.00683144087043554,0.103706332739782,-2.78372911804026
"AMIGO2",0.72079033613446,8.1800935483871,2.79989782079475,0.00683820991896827,0.103732253204542,-2.78461485432174
"ATP6V0D2",1.0427981092437,3.85481774193548,2.79820071459286,0.00687006193818717,0.104138350119237,-2.78877074529059
"LOC148696",0.54629243697479,0.905322580645161,2.79787542562923,0.00687618267774622,0.104154092976889,-2.78956709586596
"C3orf47",-0.601036974789916,4.62459193548387,-2.79584026427284,0.00691459100332865,0.104658514048905,-2.79454783139911
"GJB3",-1.40248403361344,6.69268870967742,-2.79409347969193,0.00694771435031078,0.105078987898836,-2.79882059590887
"TMC5",2.14298802521008,5.55750483870968,2.79383513772953,0.00695262552897541,0.105078987898836,-2.799452345784
"B4GALNT4",-0.698691806722692,8.33825,-2.7925642674785,0.00697683180494816,0.105367126758001,-2.80255948216405
"PLEKHB1",-1.32402016806723,9.32423870967742,-2.79156041400436,0.00699600700973716,0.105578915800849,-2.80501302608461
"ARSD",0.517887815126052,10.5334887096774,2.79102406634242,0.0070062719728852,0.105656024880286,-2.80632364987106
"ZNF672",-0.399392857142859,9.99657096774194,-2.78591851585094,0.00710468141319197,0.107061280060262,-2.81878994424797
"SIK2",0.455868487394957,9.32872096774194,2.78516199331857,0.00711937107131392,0.107203813912937,-2.82063566582371
"GABRA5",-1.79091743697479,1.94731612903226,-2.78446414431457,0.00713294621226025,0.107329368336315,-2.82233789775896
"ADAM10",0.473942226890754,10.512514516129,2.78419479108187,0.00713819226151182,0.107329502720046,-2.82299483147684
"RANBP3L",1.4421212184874,3.04968709677419,2.78304986934982,0.0071605309178007,0.107586452074346,-2.82578667100175
"SYTL5",1.40744768907563,2.13857258064516,2.78179771433942,0.00718503541059728,0.107875542640865,-2.82883898424833
"TTLL11",0.383045798319331,5.49406451612903,2.78124455719734,0.00719588515687752,0.107901539687348,-2.83018705064897
"CITED4",-0.98380861344538,9.35087419354839,-2.78117263293157,0.00719729700168852,0.107901539687348,-2.83036231787176
"SPSB1",0.44955987394958,9.9566435483871,2.78072511082486,0.00720608740842699,0.107954353324783,-2.83145277500944
"SELM",-0.696188655462183,9.69200483870968,-2.77806952428218,0.007258452926774,0.10865941145457,-2.83792074962705
"FAM26F",-0.697948739495797,8.17344677419355,-2.77750593739089,0.00726961120940554,0.108745957411345,-2.83929281674434
"TCN1",2.05809663865546,3.09151935483871,2.77722715435177,0.00727513657696519,0.108745957411345,-2.83997144226822
"C8orf75",0.515824789915966,0.562514516129032,2.77635924666553,0.00729236288911243,0.108745957411345,-2.84208380469066
"PRPS1L1",0.222039495798319,0.213106451612903,2.77605700628477,0.00729837058226923,0.108745957411345,-2.84281929509671
"DUSP1",0.761901890756302,10.3892564516129,2.7759481425699,0.00730053560274211,0.108745957411345,-2.84308419569827
"ATP1A2",1.2103981092437,2.62912741935484,2.77591617205817,0.00730117152649138,0.108745957411345,-2.84316198876808
"APCDD1",0.776803361344538,8.56075322580645,2.7759058005113,0.00730137783731875,0.108745957411345,-2.84318722545319
"C6orf186",0.807434663865546,1.82824032258065,2.77544421361057,0.00731056515368106,0.108803719868947,-2.84431031362704
"PEX11A",0.583833193277309,6.91814516129032,2.77491648542368,0.00732108195103905,0.108866565592138,-2.84559415431366
"TCF20",-0.375922268907562,10.9464919354839,-2.77469940698221,0.00732541202066743,0.108866565592138,-2.846122201469
"PSEN1",0.239902521008402,10.7077451612903,2.77391823016186,0.0073410136635245,0.109019372478457,-2.84802216497048
"MMRN1",1.41711848739496,5.02410806451613,2.77349008119805,0.00734957759603368,0.109032786550121,-2.84906332617277
"ABCC8",1.34014978991597,1.44413870967742,2.77334121595871,0.00735255738324715,0.109032786550121,-2.84942530370912
"NFE2L3",-0.601143277310927,10.3873193548387,-2.77280751575471,0.00736324941686771,0.109112388683505,-2.85072291484357
"WDR3",-0.386830042016804,10.4433209677419,-2.77184441434952,0.00738258015343212,0.109251059861431,-2.85306406354888
"OTOR",0.531552731092437,0.345164516129032,2.77181012989273,0.00738326914746178,0.109251059861431,-2.85314739215669
"GORASP1",0.294353151260502,9.85825161290322,2.77063740143059,0.00740687237943493,0.109463076635711,-2.8559972390252
"TMEM132B",0.903702521008403,2.36721451612903,2.7703508267738,0.00741265073481932,0.109463076635711,-2.85669350280267
"TRIM61",0.56915525210084,1.71917096774194,2.77030272322681,0.00741362107789436,0.109463076635711,-2.85681037007986
"SDAD1",-0.339416386554623,10.3110112903226,-2.76998368447636,0.00742005967167994,0.109479267754794,-2.85758543325501
"TSHZ2",0.890117226890752,6.14521451612903,2.76498722345783,0.00752156712479477,0.110897119896075,-2.86971471514497
"C11orf52",0.808678781512604,7.54917258064516,2.76103417556341,0.00760277902026361,0.112013913185681,-2.87929907412901
"UTP6",-0.28515651260504,9.95772741935484,-2.76019883378778,0.0076200431380438,0.11218226273257,-2.88132304791855
"C17orf66",-0.504691806722688,0.891537096774194,-2.75994471978033,0.00762530208390366,0.11218226273257,-2.88193865439271
"DHRS13",-0.474611344537816,7.4894435483871,-2.75968757139825,0.00763062722012312,0.11218226273257,-2.8825615673118
"SDCCAG8",-0.385860294117647,9.16547419354839,-2.75828588910475,0.00765971394101823,0.112529159503389,-2.88595619705862
"ATP8B2",0.666902521008407,9.0785564516129,2.75767842882349,0.00767235112583637,0.112634071613819,-2.88742694642421
"LMNB2",-0.411106512605041,11.1168080645161,-2.75740625176712,0.00767801951858222,0.112636601298371,-2.88808584541356
"TYMS",-0.652743277310924,10.3260725806452,-2.75695309242368,0.00768746560318722,0.112694506489069,-2.88918276345498
"STK11",-0.380547478991598,9.54424838709677,-2.75668864915896,0.00769298283997251,0.112694775069619,-2.88982281083565
"LOC728264",1.14346071428571,6.21064838709677,2.75506813940028,0.00772687198559087,0.113043603599625,-2.89374398944861
"RHBDL1",-0.857781302521009,3.65836451612903,-2.75475151359178,0.00773350945565209,0.113043603599625,-2.89450992709777
"SEMA4G",-0.819545378151262,6.34192903225806,-2.75445417047961,0.00773974746615033,0.113043603599625,-2.89522915680287
"PCDHB4",0.964058193277311,5.39178064516129,2.75414995062244,0.00774613452618087,0.113043603599625,-2.89596495830132
"DLX6AS",-1.24627394957983,2.03164516129032,-2.75397084430633,0.00774989710506732,0.113043603599625,-2.89639812452172
"REM1",-1.05963088235294,5.00118709677419,-2.75382553241275,0.00775295097994629,0.113043603599625,-2.89674954339873
"ABCG4",0.61097142857143,1.66732741935484,2.75370871644699,0.00775540678545296,0.113043603599625,-2.8970320380077
"ALG10",0.581476890756299,6.72278870967742,2.75262576528987,0.0077782075387262,0.113295369792932,-2.89965048475712
"C3orf17",-0.270271428571426,10.0835080645161,-2.75176914078972,0.00779628672312786,0.113478054050982,-2.9017211370151
"KDM2B",-0.344329831932775,10.0200596774194,-2.7495967615035,0.00784230820050683,0.114066901533845,-2.90697002870226
"C14orf28",0.444173949579833,5.98394354838709,2.74868291794458,0.00786174222402403,0.114211533694426,-2.90917709538134
"PPP1CC",-0.265581092436978,11.7635016129032,-2.74860516496007,0.00786339777704867,0.114211533694426,-2.90936485410011
"FUT5",-0.944524579831933,1.79802419354839,-2.74772401722828,0.0078821819617946,0.114247786982138,-2.91149237187411
"RPIA",-0.296041806722688,9.40140806451613,-2.74754718866493,0.0078859565265277,0.114247786982138,-2.91191925820078
"APBA3",-0.4115237394958,7.8129935483871,-2.74747085794196,0.0078875863870135,0.114247786982138,-2.91210352357371
"FBLN7",0.635499789915968,6.69231774193548,2.74744247235097,0.00788819257244683,0.114247786982138,-2.91217204649906
"HMGN3",-0.406444117647053,10.2347112903226,-2.74694262140745,0.00789887409345443,0.114321698920378,-2.91337859888831
"RNASE4",0.613319117647055,8.85046129032258,2.74609551374494,0.00791700660136105,0.114503269787081,-2.91542298031966
"FOXO1",0.534262605042018,9.00086129032258,2.74536763265961,0.00793261754497358,0.114644858552314,-2.9171792347063
"PMP22",0.661162815126044,10.8663338709677,2.74488941077901,0.00794288939147,0.114644858552314,-2.91833290745743
"TLX1",-1.98494264705882,5.06365806451613,-2.74485734547095,0.00794357856661882,0.114644858552314,-2.91841025693404
"DGKD",0.516223529411761,9.02819032258065,2.74382249304627,0.00796584998702419,0.11488538327521,-2.92090620228791
"TPM1",0.550824999999998,12.5463403225806,2.7435098239088,0.00797259031089937,0.11490173405877,-2.92166018112064
"AVIL",0.69061176470588,5.01407258064516,2.74299164913623,0.00798377231919637,0.11498203085707,-2.92290957539623
"HYAL2",0.30971932773109,10.0024032258065,2.74198288107413,0.0080055824234379,0.115215172883382,-2.92534133706859
"LOC388796",-0.54528970588235,8.69214516129032,-2.74061744763933,0.00803519089753528,0.115431150707709,-2.92863178228481
"CLUAP1",-0.42779768907563,8.66215483870968,-2.74051494842099,0.00803741757046434,0.115431150707709,-2.92887873547824
"SIPA1L1",0.293873319327735,10.1129741935484,2.74051176746653,0.00803748668195083,0.115431150707709,-2.92888639929408
"HSPB6",1.22934327731093,6.74617741935484,2.7401377650353,0.00804561630347159,0.115466989162008,-2.92978742854907
"CRYBB1",0.59797668067227,2.66080483870968,2.73976528140635,0.00805372040784612,0.115502411503428,-2.93068470412823
"RAN",-0.317276050420169,12.3604241935484,-2.73836079202322,0.00808434519574189,0.11568957342602,-2.93406712801609
"RNF138P1",-0.479960084033614,3.69545322580645,-2.73823951417242,0.00808699465419657,0.11568957342602,-2.9343591377722
"MUC16",-2.09685231092437,9.05015967741935,-2.73804308184651,0.00809128764102449,0.11568957342602,-2.93483208132681
"RUNDC3B",0.839530462184875,4.01574838709677,2.73779785077607,0.00809665004782447,0.11568957342602,-2.93542247910067
"PKD2",0.408112394957984,8.9624,2.73778937696134,0.00809683540087439,0.11568957342602,-2.93544287921463
"TAL2",-0.443198739495798,0.852148387096774,-2.73758856109232,0.00810122911116144,0.11568957342602,-2.93592631500286
"RALB",0.43975735294118,10.1902822580645,2.73735755325625,0.00810628610519001,0.11568957342602,-2.93648239969983
"DACT3",0.81353172268908,5.83848387096774,2.73707320432362,0.00811251476481914,0.11569789672248,-2.93716683777281
"SCG5",0.75094054621849,5.68505967741936,2.73487506253134,0.00816081335751175,0.116305778128544,-2.9424559844952
"MGC45800",0.893015966386555,2.90526129032258,2.73426616663557,0.00817423886443243,0.116312360767192,-2.94392052113907
"KIRREL",0.995163865546218,7.5415564516129,2.73399285049663,0.00818027177828668,0.116312360767192,-2.94457782799391
"BMPR2",0.43252605042017,11.1897774193548,2.73373801211957,0.00818590051008574,0.116312360767192,-2.94519065118771
"SOX8",-2.03278130252101,6.27735967741935,-2.73365523525273,0.00818772960464441,0.116312360767192,-2.94538969952592
"PROS1",0.749458193277313,8.63339677419355,2.73356823551,0.00818965241470958,0.116312360767192,-2.94559889731216
"MAGED1",0.494687815126051,12.6060661290323,2.73269761743754,0.00820891704994597,0.116463364741319,-2.94769208324361
"ZBED1",0.324170378151255,10.3325887096774,2.73245043324467,0.00821439419638185,0.116463364741319,-2.94828628229217
"IQCB1",-0.421529411764707,9.30408870967742,-2.73222126578947,0.00821947511830548,0.116463364741319,-2.94883713418099
"EXO1",-0.585512184873949,9.00549838709678,-2.73206163882743,0.00822301594518828,0.116463364741319,-2.94922080978521
"CASQ2",1.2066743697479,3.26475322580645,2.73066335259483,0.0082540924054358,0.1168227691692,-2.95258095438978
"C11orf82",-0.499153991596639,8.17390967741936,-2.72769209275795,0.00832048549231577,0.11768117990305,-2.95971659380503
"FYCO1",0.43011386554622,9.67264032258064,2.72714763127771,0.00833270447774859,0.117772721080676,-2.96102349353144
"KIAA1644",1.25863949579832,5.72561451612903,2.72671196560575,0.00834249367548055,0.117829817632873,-2.96206909905364
"MMP1",1.71820924369748,9.08405806451613,2.72566806374061,0.0083659925512237,0.11806728247236,-2.96457395478436
"GSG2",-0.474167647058824,6.89847258064516,-2.72526767613167,0.0083750216089418,0.11806728247236,-2.96553449231131
"ABCA9",1.12389831932773,4.80587419354839,2.72519818178249,0.00837658967087006,0.11806728247236,-2.96570119942336
"DDX20",-0.27092142857143,9.16610161290323,-2.72494128950055,0.00838238849272705,0.118067814274878,-2.96631741900694
"SPTAN1",0.322285714285712,12.6528516129032,2.72409759242746,0.0084014591348531,0.118238389911499,-2.9683409174045
"ELOVL5",0.495312394957983,11.4285693548387,2.72389530058533,0.00840603757690322,0.118238389911499,-2.96882601590936
"ANKRD30A",1.86213865546218,2.10278709677419,2.72337320566936,0.00841786464389446,0.11832353773112,-2.97007787709262
"MAMDC2",1.58661764705882,5.31088064516129,2.72152398657256,0.0084598779476804,0.118832583043017,-2.97451037121966
"ADH1C",1.43536953781513,2.39312741935484,2.71878955799612,0.00852235494702725,0.119628179646833,-2.9810603838957
"RASSF8",0.710545378151261,8.22909677419355,2.71577660894839,0.00859168494288907,0.120518816714284,-2.9882716318386
"ITGB6",1.16177920168067,10.1348225806452,2.71544910668045,0.008599252039324,0.12054245642538,-2.98905510704956
"SNAI1",0.64038277310924,7.60459193548387,2.71339159653777,0.00864693160541006,0.121102352652286,-2.9939755535257
"CWH43",1.78425147058824,3.46173548387097,2.71321598966062,0.00865101221249861,0.121102352652286,-2.99439537533942
"RUNX1",0.431189495798321,11.3240016129032,2.71247642251001,0.00866821702213665,0.121260368362914,-2.99616321992028
"WNT4",-0.951391386554622,6.18343709677419,-2.71154142040293,0.00869001315181706,0.121431194290321,-2.99839769081481
"ENTPD1",0.30663340336134,10.279814516129,2.7114443521205,0.00869227881447746,0.121431194290321,-2.99862963052916
"ZNF474",0.703837605042017,2.04677903225806,2.71028346489674,0.0087194169358836,0.121727336978201,-3.00140301037228
"RCN3",0.811130672268909,9.5680064516129,2.70946281674144,0.00873864805360076,0.121912765970384,-3.00336299513389
"SESN2",0.406459663865546,8.21732580645162,2.70807101641048,0.00877135239025291,0.122285779514179,-3.0066860270832
"ROR2",0.64461890756303,7.9223435483871,2.70769589774592,0.00878018602875382,0.122325718880544,-3.00758142461916
"C19orf6",-0.339931512605041,10.240814516129,-2.70723512013969,0.00879104798917214,0.122393843403596,-3.00868115533711
"PNMT",1.38940924369748,2.03749838709677,2.70565630861031,0.00882835883719675,0.122766014120684,-3.01244817413071
